idEmpresa;contrato;Descripcion;Sexo;SalarioActual;CodigoCiudad;Ciudad;CodigoDepartamento;Departamento
235;30702;Informadora Sala de Ventas ;F;1470560;05001;Medellín;5;Antioquia
235;30705;Asesor(a) Sala de ventas ;F;1500000;05001;Medellín;5;Antioquia
235;30725;Asesor(a) Sala de ventas ;M;1583680;05001;Medellín;5;Antioquia
235;30728;Servicios Generales;F;1360000;05001;Medellín;5;Antioquia
235;30722;Coordinador(a) Área Financiero(a);F;3942720;05001;Medellín;5;Antioquia
276;35093;ALMACENISTA;M;2552000;05001;Medellín;5;Antioquia
276;35096;AUXILIAR CONTABLE;F;1800000;05001;Medellín;5;Antioquia
276;35425;AUXILIAR DE ALMACEN;M;1370000;05001;Medellín;5;Antioquia
276;35259;AUXILIAR RESIDENTE;M;2500000;05001;Medellín;5;Antioquia
276;35033;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
276;35099;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
276;35176;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
276;35159;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
276;35162;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
276;35265;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
276;35428;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
276;35451;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
276;35348;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
276;35614;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
276;35617;AYUDANTE DE CONSTRUCCIÓN;M;1571710;05001;Medellín;5;Antioquia
276;35634;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
276;35577;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
276;35468;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
276;35474;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
276;35494;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
276;35514;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
276;35534;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
276;35554;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
276;35557;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
276;35657;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
276;35511;AYUDANTE DE CONTROL EN OBRA;M;1160000;05001;Medellín;5;Antioquia
276;35305;AYUDANTE DE CONTROL EN OBRA;M;1160000;05001;Medellín;5;Antioquia
276;35239;AYUDANTE DE CONTROL EN OBRA;M;1160000;05001;Medellín;5;Antioquia
276;35431;AYUDANTE ENTENDIDO;M;1345600;05001;Medellín;5;Antioquia
276;35488;DELINEANTE;M;3959200;05001;Medellín;5;Antioquia
276;35242;DISEÑADOR ESTRUCTURAL;F;7500000;05001;Medellín;5;Antioquia
276;35196;ENCARGADO DE BODEGA;M;2900000;05001;Medellín;5;Antioquia
276;35156;INSPECTOR SISOMA;M;1850000;05001;Medellín;5;Antioquia
276;35073;INSPECTOR SISOMA;F;2090000;05001;Medellín;5;Antioquia
276;35365;JEFE DE SISTEMAS;M;7918400;05001;Medellín;5;Antioquia
276;35282;JEFE DE TRÁMITES EXTERNOS;F;3062400;05001;Medellín;5;Antioquia
276;35136;MAESTRO DE OBRA;M;2500000;05001;Medellín;5;Antioquia
276;35262;MAESTRO DE OBRA;M;3248000;05001;Medellín;5;Antioquia
276;35056;MAESTRO DE OBRA;M;2900000;05001;Medellín;5;Antioquia
276;35116;OFICIAL;M;1838600;05001;Medellín;5;Antioquia
276;35202;OFICIAL;M;1585000;05001;Medellín;5;Antioquia
276;35285;OFICIAL;M;1838600;05001;Medellín;5;Antioquia
276;35342;OFICIAL;M;1624000;05001;Medellín;5;Antioquia
276;35405;OFICIAL;M;1624000;05001;Medellín;5;Antioquia
276;35408;OFICIAL;F;1624000;05001;Medellín;5;Antioquia
276;35654;OFICIAL;M;1716800;05001;Medellín;5;Antioquia
276;35531;OFICIAL;M;1624000;05001;Medellín;5;Antioquia
276;35302;OFICIAL JUNIOR;M;1509215;05001;Medellín;5;Antioquia
276;35179;OFICIAL POSTVENTAS;M;1811470;05001;Medellín;5;Antioquia
276;35325;OFICIAL POSTVENTAS;M;1890800;05001;Medellín;5;Antioquia
276;35571;OFICIAL POSTVENTAS;M;1811470;05001;Medellín;5;Antioquia
276;35368;OPERADOR;M;1535095;05001;Medellín;5;Antioquia
276;35182;OPERADOR;M;1550642;05001;Medellín;5;Antioquia
276;35113;OPERADOR;M;1550642;05001;Medellín;5;Antioquia
276;35013;OPERADOR;M;1550641;05001;Medellín;5;Antioquia
276;35328;INGENIERO DE PRESUPUESTOS;F;3902640;05001;Medellín;5;Antioquia
276;35448;PROMOTORA FINES DE SEMANA;F;12500;05001;Medellín;5;Antioquia
276;35551;PROMOTORA FINES DE SEMANA;F;12500;05001;Medellín;5;Antioquia
276;35411;RESIDENTE DE CONSTRUCCION;F;4400000;05001;Medellín;5;Antioquia
276;35391;RESIDENTE DE CONSTRUCCION;M;5000000;05001;Medellín;5;Antioquia
276;35053;RESIDENTE DE CONSTRUCCION;M;4500000;05001;Medellín;5;Antioquia
276;35219;RESIDENTE DE CONSTRUCCION;M;4100000;05001;Medellín;5;Antioquia
276;35199;SERVICIOS GENERALES;F;1160000;05001;Medellín;5;Antioquia
276;35139;SERVICIOS GENERALES;F;1160000;05001;Medellín;5;Antioquia
276;35471;SERVICIOS GENERALES;F;1160000;05001;Medellín;5;Antioquia
276;35345;VIGIA DE SEGURIDAD Y SALUD EN EL TRABAJO;M;1392000;05001;Medellín;5;Antioquia
276;35574;VIGIA DE SEGURIDAD Y SALUD EN EL TRABAJO;M;1392000;05001;Medellín;5;Antioquia
276;35660;VIGIA DE SEGURIDAD Y SALUD EN EL TRABAJO;M;1392000;05001;Medellín;5;Antioquia
276;35010;MAESTRO SEGUNDO;M;2088000;05001;Medellín;5;Antioquia
276;35036;MAESTRO SEGUNDO;M;2088000;05001;Medellín;5;Antioquia
276;35076;VIGIA AMBIENTAL;M;1345600;05001;Medellín;5;Antioquia
276;35491;VIGIA AMBIENTAL;M;1160000;05001;Medellín;5;Antioquia
276;35119;ANALISTA DE CARTERA Y TRÁMITES;F;2436000;05001;Medellín;5;Antioquia
276;35594;ANALISTA DE TRÁMITES;F;2100000;05001;Medellín;5;Antioquia
276;35030;ANALISTA DE TRAMITES DE VENTAS;F;1740000;05001;Medellín;5;Antioquia
276;35322;ANALISTA DE GESTIÓN HUMANA;F;3500000;05001;Medellín;5;Antioquia
276;35222;ARQUITECTO(A) DE PERSONALIZACIÓN;F;5400000;05001;Medellín;5;Antioquia
276;35016;ASESOR(A) COMERCIAL;F;1550000;05001;Medellín;5;Antioquia
276;35640;ASESOR(A) COMERCIAL;F;1550000;05001;Medellín;5;Antioquia
276;35597;DIRECTOR(A) COMERCIAL;F;1550000;05001;Medellín;5;Antioquia
276;35637;SECRETARIO(A) DE OBRA;F;1345600;05001;Medellín;5;Antioquia
276;35388;SECRETARIO(A) DE OBRA;M;1410000;05001;Medellín;5;Antioquia
276;35245;COORDINADOR(A) AMBIENTAL;M;4500000;05001;Medellín;5;Antioquia
276;35385;ASISTENTE DE PROYECTOS;F;1990000;05001;Medellín;5;Antioquia
288;35992;ALMACENISTA;M;2552000;05001;Medellín;5;Antioquia
288;36244;ALMACENISTA;M;2200000;05001;Medellín;5;Antioquia
288;35866;AUXILIAR CONTABLE;F;2088000;05001;Medellín;5;Antioquia
288;35786;AUXILIAR RESIDENTE;F;1500000;05001;Medellín;5;Antioquia
288;35780;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
288;35946;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
288;35969;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
288;35843;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
288;36138;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
288;36155;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
288;36029;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
288;36304;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
288;36344;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
288;36347;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
288;36324;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
288;36327;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
288;36258;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
288;36264;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
288;36221;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
288;36238;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
288;36175;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
288;36178;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
288;36195;AYUDANTE DE CONSTRUCCIÓN;M;1160000;05001;Medellín;5;Antioquia
288;35869;AYUDANTE DE CONTROL EN OBRA;M;1160000;05001;Medellín;5;Antioquia
288;35720;AYUDANTE DE CONTROL EN OBRA;M;1259390;05001;Medellín;5;Antioquia
288;36112;AYUDANTE ENTENDIDO;M;1345600;05001;Medellín;5;Antioquia
288;35723;AYUDANTE ENTENDIDO;M;1345600;05001;Medellín;5;Antioquia
288;35846;ENCARGADO POSVENTAS;M;2700000;05001;Medellín;5;Antioquia
288;35806;INSPECTOR SISOMA;M;2320000;05001;Medellín;5;Antioquia
288;35909;JEFE DE EQUIPOS;M;7900000;05001;Medellín;5;Antioquia
288;35763;MAESTRO DE OBRA;M;3200000;05001;Medellín;5;Antioquia
288;36052;MAESTRO DE OBRA;M;3248000;05001;Medellín;5;Antioquia
288;35700;OFICIAL;M;1624000;05001;Medellín;5;Antioquia
288;35883;OFICIAL;M;1585000;05001;Medellín;5;Antioquia
288;35966;OFICIAL;M;1838600;05001;Medellín;5;Antioquia
288;36098;OFICIAL;M;1624000;05001;Medellín;5;Antioquia
288;36198;OFICIAL;M;1400000;05001;Medellín;5;Antioquia
288;36301;OFICIAL;M;1624000;05001;Medellín;5;Antioquia
288;36095;OFICIAL JUNIOR;M;1509215;05001;Medellín;5;Antioquia
288;35823;OFICIAL JUNIOR;M;1500000;05001;Medellín;5;Antioquia
288;35863;OPERADOR;M;1550642;05001;Medellín;5;Antioquia
288;35677;OPERADOR JUNIOR;M;1357242;05001;Medellín;5;Antioquia
288;36035;OPERADOR JUNIOR;M;1411532;05001;Medellín;5;Antioquia
288;36009;INGENIERO DE PRESUPUESTOS;F;3902640;05001;Medellín;5;Antioquia
288;36201;RESIDENTE DE CONSTRUCCION;M;4500000;05001;Medellín;5;Antioquia
288;36092;RESIDENTE DE CONSTRUCCION;F;4400000;05001;Medellín;5;Antioquia
288;36072;RESIDENTE DE CONSTRUCCION;M;5000000;05001;Medellín;5;Antioquia
288;36012;RESIDENTE DE CONSTRUCCION;M;5300000;05001;Medellín;5;Antioquia
288;36015;SERVICIOS GENERALES;F;1160000;05001;Medellín;5;Antioquia
288;36281;SERVICIOS GENERALES;F;1160000;05001;Medellín;5;Antioquia
288;36115;SOLDADOR;M;1500000;05001;Medellín;5;Antioquia
288;36055;SOLDADOR;M;2052071;05001;Medellín;5;Antioquia
288;36118;VIGIA DE SEGURIDAD Y SALUD EN EL TRABAJO;M;1392000;05001;Medellín;5;Antioquia
288;36341;VIGIA DE SEGURIDAD Y SALUD EN EL TRABAJO;M;1392000;05001;Medellín;5;Antioquia
288;36218;VIGIA DE SEGURIDAD Y SALUD EN EL TRABAJO;M;1392000;05001;Medellín;5;Antioquia
288;36181;VIGIA DE SEGURIDAD Y SALUD EN EL TRABAJO;M;1392000;05001;Medellín;5;Antioquia
288;36241;VIGIA DE SEGURIDAD Y SALUD EN EL TRABAJO;M;1392000;05001;Medellín;5;Antioquia
288;35760;VIGIA DE SEGURIDAD Y SALUD EN EL TRABAJO;M;1392000;05001;Medellín;5;Antioquia
288;35952;VIGIA DE SEGURIDAD Y SALUD EN EL TRABAJO;M;1392000;05001;Medellín;5;Antioquia
288;35717;MAESTRO SEGUNDO;M;2088000;05001;Medellín;5;Antioquia
288;35743;AUXILIAR DE EQUIPOS;M;2030000;05001;Medellín;5;Antioquia
288;35949;ANALISTA DE MERCADEO;M;1800000;05001;Medellín;5;Antioquia
288;36161;VIGIA AMBIENTAL;M;1160000;05001;Medellín;5;Antioquia
288;35800;ANALISTA DE CARTERA Y TRÁMITES;F;2436000;05001;Medellín;5;Antioquia
288;35929;ANALISTA DE CARTERA Y TRÁMITES;F;1740000;05001;Medellín;5;Antioquia
288;35906;ADMINISTRADOR DE OBRA;F;1900000;05001;Medellín;5;Antioquia
288;35972;ADMINISTRADOR DE OBRA;F;2900000;05001;Medellín;5;Antioquia
288;36158;ANALISTA DE TRAMITES DE VENTAS;M;1740000;05001;Medellín;5;Antioquia
288;35783;ANALISTA DE TRAMITES DE VENTAS;F;1740000;05001;Medellín;5;Antioquia
288;35697;ASESOR(A) COMERCIAL;F;1550000;05001;Medellín;5;Antioquia
288;36321;ASESOR(A) COMERCIAL;F;1550000;05001;Medellín;5;Antioquia
288;35680;ANALISTA DE SEGURIDAD Y SALUD EN EL TRABAJO;F;2800000;05001;Medellín;5;Antioquia
288;35740;DIRECTOR(A) DE OBRA;M;10450000;05001;Medellín;5;Antioquia
288;36075;DIRECTOR(A) DE OBRA;F;9000000;05001;Medellín;5;Antioquia
288;36261;DIRECTOR(A) COMERCIAL;F;1550000;05001;Medellín;5;Antioquia
288;35889;DIRECTOR(A) COMERCIAL;F;1550000;05001;Medellín;5;Antioquia
288;36135;SECRETARIO(A) DE OBRA;F;1345600;05001;Medellín;5;Antioquia
288;35989;MODELADOR BIM;M;2900000;05001;Medellín;5;Antioquia
288;35886;PROFESIONAL EN COMPRAS Y CONTRATACIÓN;F;3846000;05001;Medellín;5;Antioquia
288;36284;ANALISTA DE FIDEICOMISOS;F;2800000;05001;Medellín;5;Antioquia
288;36032;ANALISTA DE SISTEMAS NIVEL 2;M;2714880;05001;Medellín;5;Antioquia
288;35826;GERENTE DE PROYECTOS;F;14000000;05001;Medellín;5;Antioquia
288;35932;INSPECTOR(A) AMBIENTAL;F;2204000;05001;Medellín;5;Antioquia
288;35926;COORDINADOR(A) AMBIENTAL;M;4500000;05001;Medellín;5;Antioquia
288;35803;GERENTE DE COMPRAS;F;9840000;05001;Medellín;5;Antioquia
288;35703;INGENIERO DE DATOS;M;6500000;05001;Medellín;5;Antioquia
110;11329;RESIDENTE SST;F;2325000;05001;Medellín;5;Antioquia
110;6443;EJECUTIVO COMERCIAL;F;2030000;05001;Medellín;5;Antioquia
110;20403;EJECUTIVO COMERCIAL;M;2668000;05001;Medellín;5;Antioquia
110;23085;EJECUTIVO COMERCIAL;M;2030000;05001;Medellín;5;Antioquia
110;24814;OFICIOS VARIOS;M;1700000;05001;Medellín;5;Antioquia
110;6437;GERENTE DE  NUEVOS NEGOCIOS;M;15080000;05001;Medellín;5;Antioquia
110;30038;ANALISTA DE PROYECTO;F;2703000;05001;Medellín;5;Antioquia
110;6457;RESIDENTE DE ESTRUCTURA;F;4640000;05001;Medellín;5;Antioquia
110;6417;ANALISTA CONTABLE;F;2842000;05001;Medellín;5;Antioquia
110;6420;DIGITAL MARKETING MANAGER ;M;5150400;05001;Medellín;5;Antioquia
110;6440;GERENTE ADMINISTRATIVO Y DE PLANEACIÓN;M;16054000;05001;Medellín;5;Antioquia
110;30124;ESPECIALISTA DE RELACIONES PUBLICAS ;F;4000000;05001;Medellín;5;Antioquia
126;28810;DIRECTOR DE OBRA;M;11590000;05001;Medellín;5;Antioquia
131;10668;GERENTE GENERAL;F;11600000;05001;Medellín;5;Antioquia
131;10745;TECNOLOGO DE OBRA;M;2864550;05001;Medellín;5;Antioquia
131;10708;INGENIERO RESIDENTE;F;5650000;05001;Medellín;5;Antioquia
131;10702;ENCARGADO;F;2696180;05001;Medellín;5;Antioquia
131;11223;ENCARGADO;M;2064510;05001;Medellín;5;Antioquia
131;11289;ENCARGADO;M;2064510;05001;Medellín;5;Antioquia
131;12892;AYUDANTE DE OBRA;M;1160000;05001;Medellín;5;Antioquia
131;11286;AYUDANTE DE OBRA;M;1160000;05001;Medellín;5;Antioquia
131;20254;AYUDANTE DE OBRA;M;1160000;05001;Medellín;5;Antioquia
131;20257;AYUDANTE DE OBRA;M;1160000;05001;Medellín;5;Antioquia
131;11226;AYUDANTE DE OBRA;M;1160000;05001;Medellín;5;Antioquia
131;11229;AYUDANTE DE OBRA;M;1160000;05001;Medellín;5;Antioquia
131;11243;AYUDANTE DE OBRA;M;1160000;05001;Medellín;5;Antioquia
131;11246;AYUDANTE DE OBRA;M;1160000;05001;Medellín;5;Antioquia
131;11249;AYUDANTE DE OBRA;M;1160000;05001;Medellín;5;Antioquia
131;11209;AYUDANTE DE OBRA;M;1160000;05001;Medellín;5;Antioquia
131;11266;AYUDANTE DE OBRA;M;1160000;05001;Medellín;5;Antioquia
131;11269;AYUDANTE DE OBRA;M;1160000;05001;Medellín;5;Antioquia
131;11312;AYUDANTE DE OBRA;M;1160000;05001;Medellín;5;Antioquia
131;10728;AYUDANTE DE OBRA;M;1160000;05001;Medellín;5;Antioquia
131;11292;RASTRILLERO;M;1748110;05001;Medellín;5;Antioquia
131;12889;RASTRILLERO;M;1748110;05001;Medellín;5;Antioquia
131;10682;OPERADOR EQUIPO;M;1760540;05001;Medellín;5;Antioquia
131;10685;OPERADOR EQUIPO;M;3090550;05001;Medellín;5;Antioquia
131;10688;OPERADOR EQUIPO;M;1501770;05001;Medellín;5;Antioquia
131;25249;CONDUCTOR;M;1313060;05001;Medellín;5;Antioquia
131;10751;INGENIERO CIVIL;F;2864550;05001;Medellín;5;Antioquia
131;10725;PROFESIONAL SOCIAL;F;4177610;05001;Medellín;5;Antioquia
131;10748;DIRECTOR DE OBRA;M;7345000;05001;Medellín;5;Antioquia
131;10705;PROFESIONAL SST;M;4177610;05001;Medellín;5;Antioquia
131;10665;SECRETARIA;F;2387000;05001;Medellín;5;Antioquia
136;36404;Conductor;M;1600000;05001;Medellín;5;Antioquia
136;25770;Biologo;F;2500000;05001;Medellín;5;Antioquia
136;22942;Biologo;M;2500000;05001;Medellín;5;Antioquia
136;20861;Analista de Gestion Humana;F;2000000;05001;Medellín;5;Antioquia
136;36384;Analista de Gestion Humana;F;2000000;05001;Medellín;5;Antioquia
136;10453;Director de Proyectos MIIT;M;15080000;05001;Medellín;5;Antioquia
144;11770;OFICIAL DE OBRA ;M;1500000;05001;Medellín;5;Antioquia
146;21253;DIRECTOR ADMINISTRATIVO OBRA;F;9860000;05001;Medellín;5;Antioquia
150;25942;COORDINADOR TECNICO PREDIAL;M;7918400;05001;Medellín;5;Antioquia
150;25939;GERENTE TECNICO;F;16695041;05001;Medellín;5;Antioquia
166;21256;ALMACENISTA;M;2076883;05001;Medellín;5;Antioquia
179;22086;RESIDENTE SST;F;2879162;05001;Medellín;5;Antioquia
179;22089;RESIDENTE SOCIAL;F;2879162;05001;Medellín;5;Antioquia
179;22109;RESIDENTE AMBIENTAL;F;2879162;05001;Medellín;5;Antioquia
3;428;ARQUITECTO;M;12760000;05001;Medellín;5;Antioquia
3;434;ARQUITECTO;F;2679600;05001;Medellín;5;Antioquia
3;431;ASISTENTE GENERAL;F;2679600;05001;Medellín;5;Antioquia
2;33;DIRECTORA DE CONTABILIDAD;F;9280000;05001;Medellín;5;Antioquia
2;53;GERENTE DE PROYECTOS;M;10000000;05001;Medellín;5;Antioquia
2;13229;ASESOR COMERCIAL;F;1400000;05001;Medellín;5;Antioquia
2;17557;ASESOR COMERCIAL;F;1700000;05001;Medellín;5;Antioquia
2;59;ABOGADA JUNIOR;F;2750000;05001;Medellín;5;Antioquia
2;56;LIDER DE CARTERA;F;3300000;05001;Medellín;5;Antioquia
2;25157;OPERARIO DE BOMBAS;M;1500000;05001;Medellín;5;Antioquia
2;1613;EJECUTIVO DE TRAMITES;F;2621600;05001;Medellín;5;Antioquia
30;1035;Líder Dpto. Técnico;F;3663250;05001;Medellín;5;Antioquia
30;12877;Auxiliar Contable B;M;2500000;05001;Medellín;5;Antioquia
30;17497;Auxiliar Contable B;M;2000000;05001;Medellín;5;Antioquia
30;3425;Auxiliar Administrativo A (Sede Envigado);F;1500000;05001;Medellín;5;Antioquia
30;889;Técnico Mecánico A;M;2623500;05001;Medellín;5;Antioquia
30;952;Técnico Mecánico A;M;2100000;05001;Medellín;5;Antioquia
30;995;Director (a) Financiera;F;15080000;05001;Medellín;5;Antioquia
30;1928;Auxiliar SST A;F;2800000;05001;Medellín;5;Antioquia
30;1370;Ayudante de Obra A;M;1350000;05001;Medellín;5;Antioquia
30;1533;Ayudante de Obra A;M;1000000;05001;Medellín;5;Antioquia
30;1931;Ayudante de Obra A;M;1160000;05001;Medellín;5;Antioquia
